-350,2019-02-21 18:23:10.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,冒菜,37
-2,2019-02-24 19:48:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-2,2019-02-24 19:36:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-850,2019-03-03 19:04:44.000000,2186113485,3,服务中心\西交大本部校区\康桥商贸,超市,268
-300,2019-02-28 12:00:29.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,冒菜,49
-600,2019-03-03 12:25:50.000000,2186113485,5,饮食中心\西交大本部校区\学生三食堂,小吃1,73
-60,2019-03-03 12:26:03.000000,2186113485,5,饮食中心\西交大本部校区\学生三食堂,小吃1,73
-800,2019-02-28 11:59:33.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,面食,43
-300,2019-03-07 17:55:59.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,冒菜,37
-1000,2019-03-06 18:34:16.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,五谷鱼粉组,291
-600,2019-03-07 17:49:56.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,盖面,38
-300,2019-03-11 11:54:56.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,冒菜,49
-100,2019-03-08 17:46:25.000000,2186113485,3,东九梦婷商店\\,东九梦婷商店,6
-60,2019-03-08 17:21:42.000000,2186113485,5,饮食中心\西交大本部校区\学生三食堂,包子组,260
-600,2019-03-11 11:55:50.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,面食,43
-1000,2019-03-12 11:24:51.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,砂锅饺子,97
-16,2019-03-12 20:15:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-2,2019-03-12 20:01:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-2,2019-03-12 20:02:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-2,2019-03-19 20:02:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-900,2019-03-13 12:15:36.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,饭团,5
-1000,2019-03-15 18:09:36.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,五谷鱼粉组,291
-2,2019-03-12 19:58:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-16,2019-03-12 20:04:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-22,2019-03-19 20:06:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-900,2019-03-19 11:27:23.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,饭团,5
-100,2019-03-19 16:24:44.000000,2186113485,5,饮食中心\西交大本部校区\学生三食堂,稀饭组,233
-100,2019-03-29 10:57:07.000000,2186113485,5,饮食中心\西交大本部校区\学生三食堂,稀饭组,233
-2,2019-03-19 20:14:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-1200,2019-03-21 11:08:41.000000,2186113485,5,饮食中心\西交大本部校区\东苑餐厅,快餐组,283
-150,2019-03-21 11:09:09.000000,2186113485,5,饮食中心\西交大本部校区\东苑餐厅,快餐组,280
-2,2019-03-27 19:50:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-2400,2019-03-27 18:42:12.000000,2186113485,3,服务中心\西交大本部校区\康桥商贸,超市,267
-800,2019-03-20 12:07:44.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,面食,43
-800,2019-03-22 18:54:10.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,五谷鱼粉组,291
-200,2019-03-24 18:47:59.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,新疆抓饭,1
-1200,2019-03-27 11:07:46.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,泡馍组,78
-18,2019-03-27 19:52:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
